Case Number,Time Delay (s),Distance (m),View Polar Angle (Deg.),View Azimuthal Angle (Deg.),FA (N*s),FS (N*s),FN (N*s),Ml (N*m*s),Mm (N*m*s),Mn (N*m*s)
0,0.015252722199999999,8.660254037844387,125.26438968275465,-135.0,0.09279357141272189,0.09566386866174002,0.2117570789277321,-0.0017737493622030124,-21.17334931621583,9.565926105132245
1,0.029374545,17.320508075688775,125.26438968275465,-135.0,0.029612091682948406,0.03139291896649157,0.05660320046749514,-0.00027761661953933277,-5.659821222629029,3.1391007587969755
